,1,-0.9977722,-0.06659139
,0,-0.9981475,-0.05879381
,0,-0.9977165,-0.06486506
,0,-0.9975224,-0.06784941
,0,-0.996037,-0.0555666
,0,-0.9965075,-0.05810687
,0,-0.9924833,-0.04535434
,0,-0.9917489,-0.05564196
,0,-0.9921101,-0.05649877
,0,-0.99283,-0.06227446
,0,-0.9935437,-0.06268925
,0,-0.9934652,-0.06162059
,0,-0.8835961,-0.04573564
,0,-0.8994848,-0.05763888
,0,-0.9512616,-0.04643245
,0,-0.962822,-0.0511959
,0,-0.9627539,-0.07107078
,0,-0.9816806,-0.08180857
,0,-0.9849235,-0.08417615
,0,-0.9871444,-0.08725949
,0,-0.9887715,-0.08973424
,0,-0.9901672,-0.09000265
,0,-0.9923091,-0.0843607
,0,-0.992227,-0.08036903
,0,-0.9614241,-0.07271767
,0,0.947778,-0.1008759
,0,0.949622,-0.08423635
,0,0.9545721,-0.06816173
,0,0.95797,-0.06018893
,0,0.9570199,-0.05621178
,0,0.9552842,-0.03412472
,0,0.9607618,-0.03867225
,0,0.9600748,-0.0434048
,0,0.9577364,-0.04957248
,0,0.9559813,-0.049944
,0,0.9415845,-0.0622578
,0,-0.06183049,0.786401
,0,-0.0558251,0.8250504
,0,-0.05280775,0.8413079
,0,-0.04830098,0.8741195
,0,-0.04415798,0.879432
,0,-0.04245114,0.8722911
,0,-0.03854102,0.8646408
,0,-0.03610557,0.8597481
,0,-0.0355437,0.8562579
,0,-0.03497476,0.8525119
,0,-0.03472089,0.8523053
,0,-0.03467901,0.8526377
,0,-0.03456674,0.8522848
,0,-0.03448901,0.8519502
,0,-0.03436206,0.8515365
,0,0.3507797,-0.9364299
,0,0.3413377,-0.9398792
,0,0.3424219,-0.9395173
,0,0.3410751,-0.9399989
,0,0.3391989,-0.9406462
,0,0.3364587,-0.9416196
,0,0.3346972,-0.9424246
,0,0.3326982,-0.9431973
,0,0.3307472,-0.943904
,0,0.3292002,-0.9444773
,0,0.3274412,-0.9450777
,0,0.3260791,-0.9455485
,0,0.3257076,-0.9456813
,0,0.3254008,-0.9457889
,0,0.3249853,-0.94595
,0,0.3248225,-0.9460636
,0,0.3250152,-0.9461564
,0,0.325254,-0.9462296
,0,0.325474,-0.9462509
,0,0.3260575,-0.9462762
,0,0.3261043,-0.9462914
,0,-0.9902036,-0.1396527
,0,-0.9922047,-0.1236169
,0,-0.9718047,-0.09843224
,0,-0.9762257,-0.1056985
,0,-0.9800319,-0.1251365
,0,-0.9805183,-0.1448497
,0,-0.9820921,-0.1521093
,0,-0.9827256,-0.158819
,0,-0.9831406,-0.1602761
,0,-0.9841332,-0.1562025
,0,-0.9845053,-0.1716076
,0,-0.9845053,-0.1716076
,0,-0.9839571,-0.1759505
,0,-0.9838503,-0.1764996
,0,-0.9836395,-0.1792378
,0,-0.9834521,-0.1813679
,0,-0.9833735,-0.182324
,0,-0.9832557,-0.1832818
,0,-0.983217,-0.1836217
,0,-0.983238,-0.1838273
,0,-0.9832695,-0.1839443
,0,-0.9833026,-0.1840457
,0,-0.9833373,-0.1840629
,0,-0.9833524,-0.1840806
,0,-0.9834012,-0.1773925
,0,-0.9834568,-0.1747704
,0,-0.9834568,-0.1747704
,0,-0.9835673,-0.1706012
,0,0.8849659,-0.4655432
,0,0.884423,-0.4666072
,0,0.8835086,-0.469167
,0,0.8829897,-0.4699497
,0,0.8843686,-0.4686611
,0,0.8850396,-0.4676124
,0,0.8853685,-0.4673049
,0,0.8858567,-0.4667341
,0,-0.9944151,0.1054109
,0,-0.9969711,0.07310406
,0,-0.9981273,0.05429226
,0,-0.9983746,0.05246038
,0,-0.9989533,0.04034975
,0,-0.9945567,0.03550927
,0,-0.993449,0.03037697
,0,-0.976734,0.01220922
,0,0.0707733,0.7276416
,0,0.07089591,0.7436016
,0,0.07086737,0.768208
,0,0.07267484,0.7686289
,0,0.07343613,0.7722948
,0,0.07474661,0.785512
,0,0.07499257,0.786597
,0,0.07572433,0.7945862
,0,0.07624856,0.7941117
,0,0.07687732,0.7944419
,0,0.07781423,0.7937209
,0,0.0784459,0.7921687
,0,0.07796572,0.7839375
,0,0.07461239,0.768636
,0,0.06976449,0.7772534
,0,0.06116213,0.7634647
,0,0.05193413,0.7553384
,0,0.04976285,0.7428721
,0,0.04765987,0.7370128
,0,0.04620143,0.7294073
,0,0.1082797,0.6989349
,0,0.1125981,0.7298137
,0,0.1176003,0.7517641
,0,0.1188009,0.7649071
,0,0.1218991,0.7881001
,0,0.1233308,0.801048
,0,0.1223816,0.8372132
,0,0.1219661,0.8361957
,0,0.1217334,0.8332997
,0,0.1227566,0.8399736
,0,0.1230392,0.8383243
,0,0.1231932,0.8421433
,0,0.1236183,0.8406853
,0,0.1244427,0.8358976
,0,0.1249187,0.8416972
,0,0.1252947,0.8250119
,0,0.1253566,0.8083009
,0,0.1239847,0.7775296
,0,0.02862636,0.7892697
,0,0.02844474,0.8334312
,0,0.03482353,0.8425482
,0,0.03841836,0.8680424
,0,0.03841836,0.8680424
,0,0.040024,0.8696843
,0,0.04074019,0.8684238
,0,0.04200497,0.8643262
,0,0.04273165,0.862808
,0,0.04370078,0.8599262
,0,0.04403261,0.8576609
,0,0.04421159,0.856553
,0,0.04423719,0.8575771
,0,0.04427205,0.8583214
,0,0.0442638,0.8594567
,0,0.04425956,0.8598332
,0,0.04413874,0.8603848
,0,0.04348164,0.8604699
,0,0.04274252,0.8591748
,0,0.04200877,0.8583542
,0,0.04105902,0.8572201
,0,0.03860135,0.8545842
,0,0.03535968,0.850885
,0,0.03076122,0.8449163
,0,0.02799306,0.8412691
,0,0.02113553,0.8335559
,0,0.01274349,0.8252676
,0,0.005210275,0.8172288
,0,-0.0008126455,0.8100618
,0,-0.003062622,0.8070076
,0,-0.006405309,0.8022414
,0,-0.006172772,0.7975754
,0,0.0008845289,0.7999504
,0,0.008131126,0.8077198
,0,0.01510459,0.814814
,0,0.02281599,0.8224327
,0,0.0271145,0.8280771
,0,0.03083996,0.8343501
,0,0.03545779,0.840215
,0,0.04028911,0.8463113
,0,0.0480103,0.8568997
,0,0.05595639,0.8654167
,0,0.0588742,0.8686547
