ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),4.766667
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,7.744445
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),10.73333
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,14.96667
ENDPOS1 (UnityEngine.Transform),1,Controller (right),18.68889
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),22.55556
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),26.25556
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),28.77778
ENDPOS3 (UnityEngine.Transform),1,Controller (right),31.31111
ENDPOS1 (UnityEngine.Transform),2,Controller (right),35.81111
ENDPOS2 (UnityEngine.Transform),1.75,ENDPOS2,40.42222
ENDPOS3 (UnityEngine.Transform),1,ENDPOS3,45.53333
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),47.57778
ENDPOS3 (UnityEngine.Transform),1.75,ENDPOS3,50.43333
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,52.58889
ENDPOS4 (UnityEngine.Transform),1,Controller (right),56.01111
ENDPOS3 (UnityEngine.Transform),1.5,ENDPOS3,58.4
ENDPOS2 (UnityEngine.Transform),1.75,ENDPOS2,60.35556
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,62.94445
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,65.88889
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),69.23334
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,71.51112
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,76.37778
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,79.6
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),84.08889
ENDPOS3 (UnityEngine.Transform),1.75,Controller (right),86.65556
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),89.91111
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),93.6
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,96.52222
ENDPOS3 (UnityEngine.Transform),1.75,ENDPOS3,99.07778
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),102.3556
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),104.6444
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),108.1667
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),112.2444
ENDPOS3 (UnityEngine.Transform),1.75,ENDPOS3,114.5222
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,116.6667
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,121.3667
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),124.0222
ENDPOS2 (UnityEngine.Transform),1.25,ENDPOS2,126.8778
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),129.5667
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),134
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),137.1889
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),141.4333
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),144.4
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,148.3222
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),153.0556
ENDPOS5 (UnityEngine.Transform),1,Controller (right),156.8333
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),158.8445
ENDPOS1 (UnityEngine.Transform),1.75,ENDPOS1,162.5667
ENDPOS2 (UnityEngine.Transform),1,Controller (right),166.2
ENDPOS3 (UnityEngine.Transform),1,Controller (right),169.3222
ENDPOS1 (UnityEngine.Transform),1,Controller (right),172.2889
ENDPOS3 (UnityEngine.Transform),1,Controller (right),176.5333
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),179.1667
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),181.9889
ENDPOS2 (UnityEngine.Transform),1,Controller (right),184.4778
ENDPOS4 (UnityEngine.Transform),1,ENDPOS4,188
,Controller (right),188
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,189.7778
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),193.8111
ENDPOS5 (UnityEngine.Transform),1,Controller (right),195.9889
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),199.9778
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,203.8111
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),207.4556
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,211.9778
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,214.7778
ENDPOS1 (UnityEngine.Transform),2,ENDPOS1,217.6667
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,220.6889
ENDPOS1 (UnityEngine.Transform),2,ENDPOS1,223.2667
ENDPOS4 (UnityEngine.Transform),1,ENDPOS4,227.5333
,Controller (right),227.5333
ENDPOS4 (UnityEngine.Transform),1.25,ENDPOS4,229.9
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,232.6333
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),235.9778
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),239.4111
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),242.7667
,ENDPOS4,242.7667
ENDPOS2 (UnityEngine.Transform),1,Controller (right),246.9
ENDPOS5 (UnityEngine.Transform),2,Controller (right),250.6333
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,253.0111
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),257.3222
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),262.0333
ENDPOS2 (UnityEngine.Transform),1,Controller (right),265.7222
ENDPOS1 (UnityEngine.Transform),1,Controller (right),269.2556
ENDPOS1 (UnityEngine.Transform),2,Controller (right),272.8445
ENDPOS2 (UnityEngine.Transform),1.75,ENDPOS2,277.2667
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,281.7889
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),284.9889
ENDPOS1 (UnityEngine.Transform),1,Controller (right),288.3778
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,291.6111
ENDPOS5 (UnityEngine.Transform),1,Controller (right),296.8445
ENDPOS4 (UnityEngine.Transform),1.25,ENDPOS4,300.3778
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),303.7111
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),307.4222
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),310.9889
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),314.8
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),317.1555
ENDPOS5 (UnityEngine.Transform),1,Controller (right),320.7778
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,323.0889
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),325.4667
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,330.0556
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),334.9778
ENDPOS4 (UnityEngine.Transform),1,Controller (right),338.0667
