,-0.9463179,-0.32313
,-0.9486176,-0.3161533
,-0.9416898,-0.3271999
,-0.9409979,-0.32945
,-0.9390878,-0.3384058
,-0.9378196,-0.3458973
,-0.9372443,-0.3484176
,-0.9360264,-0.3534389
,-0.9345418,-0.3584522
,-0.9341249,-0.3599341
,-0.9334142,-0.3629986
,-0.9331105,-0.3641846
,-0.9324734,-0.3667026
,-0.9319088,-0.3686397
,-0.9314259,-0.3701577
,-0.9310064,-0.3713656
,-0.930615,-0.3723902
,-0.9300768,-0.3736877
,-0.929772,-0.3744039
,-0.9296222,-0.3747335
,-0.9292607,-0.3753027
,-0.9290801,-0.3751993
,-0.9290066,-0.3750995
,-0.9289533,-0.3740689
,-0.9290135,-0.3729588
,-0.9293283,-0.3711236
,-0.9298305,-0.3688937
,-0.9304713,-0.3664353
,-0.930857,-0.3650303
,-0.9316431,-0.3624389
,-0.9334837,-0.3567073
,-0.9340202,-0.3551056
,-0.93529,-0.3514628
,-0.9368117,-0.3473474
,-0.9380828,-0.3440847
,-0.9405451,-0.3370788
,-0.9418391,-0.3335104
,-0.9422682,-0.3231622
,-0.9414728,-0.3182772
,-0.9373744,-0.3070243
,-0.9347359,-0.2901863
,0.870997,-0.487435
,0.8722207,-0.4875465
,0.8728986,-0.487033
,0.8728212,-0.4871002
,0.8732744,-0.4865928
,0.8738089,-0.4859051
,0.8751379,-0.4850156
,0.8758203,-0.4846139
,0.876178,-0.4842422
,0.8764945,-0.483868
,0.876761,-0.4835307
,0.8772224,-0.482859
,0.8776799,-0.4820472
,0.8783395,-0.4803903
,0.8791813,-0.4753113
,0.8822255,-0.4700943
,0.8841884,-0.4701161
,0.8850867,-0.4699428
,0.8864999,-0.4700551
,0.8874844,-0.4686141
,0.8882796,-0.4674729
,0.8886914,-0.4659787
,0.8888924,-0.4651494
,0.8890752,-0.4644084
,0.8893963,-0.4631024
,0.8896746,-0.4618172
,0.8899603,-0.4605667
,0.8901306,-0.4599703
,0.8904973,-0.4587777
,0.890992,-0.457444
,0.8917496,-0.4552783
,0.8928522,-0.4524588
,0.8942307,-0.4493284
,0.8949676,-0.447767
,0.8989468,-0.4396265
,0.8997499,-0.4379978
,0.9005173,-0.436421
,0.9020935,-0.4331839
,0.902861,-0.4316041
,0.9042346,-0.428732
,0.9060234,-0.4248396
,0.9082476,-0.4199352
,0.9088011,-0.4185959
,0.909251,-0.417469
,0.9096575,-0.4164421
,0.9102374,-0.414805
,0.9104428,-0.4141771
,0.9110239,-0.4123064
,0.911739,-0.4100873
,0.9124983,-0.4079135
,0.9135389,-0.404853
,0.9148436,-0.4012868
,0.9158323,-0.3989651
,0.9176271,-0.3935697
,0.9188101,-0.3858872
,0.9177505,-0.3710696
,-0.4660399,-0.884706
,-0.4885492,-0.872241
,-0.4958555,-0.8456505
,-0.5113388,-0.8452506
,-0.5204134,-0.8429674
,-0.5352657,-0.838383
,-0.5478678,-0.8314101
,-0.5767493,-0.8153258
